loan_amount,interest_rate,term_months,start_date,end_date,borrower_age,borrower_income,credit_score,defaulted,is_simulated_anomaly
70435,0.0805,12,2021-01-21,2022-01-16,37,99848,336,1,0
57983,0.0333,24,2024-08-19,2026-08-09,68,38898,362,1,0
44906,0.1164,24,2022-05-28,2024-05-17,64,143912,518,1,0
25582,0.0362,12,2022-05-30,2023-05-25,34,124200,404,0,0
70075,0.09,12,2023-04-09,2024-04-03,50,114383,772,0,0
-74810,0.1004,48,2024-01-08,2027-12-18,54,26979,555,0,1
21312,0.1443,24,2025-01-18,2027-01-08,29,50233,675,0,0
7927,0.0792,24,2024-11-16,2026-11-06,22,133762,743,0,0
18618,0.1161,12,2021-01-27,2022-01-22,35,122532,381,0,0
29739,0.1438,12,2021-10-05,2022-09-30,53,136469,384,1,0
12234,0.0704,36,2025-09-12,2028-08-27,58,134307,697,1,0
4817,0.1312,24,2024-11-17,2026-11-07,40,107652,760,0,0
57180,0.0582,36,2023-04-05,2026-03-20,43,75298,699,0,0
50170,0.089,12,2023-04-17,2024-04-11,32,119553,507,0,0
54602,0.1147,12,2022-01-19,2023-01-14,31,43809,373,1,0
22259,0.1247,48,2024-01-22,2028-01-01,54,61527,472,0,0
2738,0.0516,48,2022-03-11,2026-02-18,53,147348,538,0,0
25456,0.0655,24,2024-09-26,2024-08-27,59,31388,767,0,1
74881,0.1054,60,2020-12-03,2025-11-07,61,126157,345,0,0
16854,0.1161,60,2023-09-07,2028-08-11,38,136942,426,0,0
13895,0.1153,24,2024-07-27,2026-07-17,45,53106,583,1,0
61942,0.0504,48,2022-03-14,2026-02-21,19,132374,324,1,0
32172,0.0359,12,2022-03-07,2023-03-02,65,32581,822,0,0
52356,0.0488,48,2024-08-23,2028-08-02,68,92606,369,0,0
58931,0.0617,60,2023-10-15,2028-09-18,52,144813,307,0,0
57993,0.0923,24,2024-04-12,2026-04-02,67,113549,301,1,0
60783,0.1386,24,2024-07-26,2026-07-16,52,88331,509,1,0
21563,0.0436,12,2021-11-09,2022-11-04,34,30437,623,0,0
58681,0.0853,36,2021-02-24,2024-02-09,68,35564,785,0,0
-42843,0.078,60,2021-08-31,2026-08-05,19,87884,580,1,1
15881,0.0847,12,2024-11-27,2025-11-22,27,139893,595,0,0
50201,0.0736,60,2023-02-07,2028-01-12,18,105212,804,0,0
29065,0.0481,60,2024-09-21,2029-08-26,67,136647,718,0,0
11268,0.1007,24,2023-06-06,2025-05-26,69,45942,573,1,0
39250,0.0308,36,2025-03-25,2028-03-09,65,75558,500,0,0
44051,0.0635,12,2024-09-21,2025-09-16,66,67283,556,1,0
24124,0.0916,24,2024-12-28,2026-12-18,64,116845,759,0,0
50426,0.1338,36,2025-07-27,2028-07-11,67,103349,808,0,0
47811,0.1122,60,2024-10-04,2029-09-08,32,127423,330,1,0
37314,0.1463,12,2025-07-26,2026-07-21,18,77333,495,0,0
68423,0.0542,48,2022-04-27,2026-04-06,19,143100,388,1,0
54337,0.0824,12,2021-08-29,2022-08-24,34,148094,601,0,0
54313,0.0598,12,2024-10-10,2025-10-05,53,130120,388,1,0
40263,0.0341,12,2023-05-02,2024-04-26,65,99226,707,0,0
73472,0.114,36,2022-04-12,2025-03-27,60,111730,342,0,0
34845,0.078,36,2024-04-01,2027-03-17,25,37163,618,1,0
47824,0.0723,60,2022-12-22,2027-11-26,63,35923,368,1,0
3407,0.0576,24,2023-09-27,2025-09-16,24,43474,349,0,0
18403,0.1415,48,2021-01-08,2024-12-18,42,78090,332,1,0
73226,0.0671,48,2025-04-13,2029-03-23,28,38029,417,0,0
57790,0.0783,36,2022-12-06,2025-11-20,66,62765,432,0,0
30138,0.0618,36,2024-11-25,2027-11-10,29,22641,839,0,0
38353,0.0421,12,2021-06-06,2022-06-01,25,103956,437,0,0
19906,0.121,60,2021-06-26,2026-05-31,63,23565,463,1,0
72489,0.0477,36,2025-05-22,2028-05-06,23,46442,490,1,0
72368,0.0555,48,2022-01-01,2025-12-11,53,90558,577,0,0
73117,0.0383,36,2020-11-24,2023-11-09,39,46700,768,1,0
20063,0.0321,24,2024-02-23,2026-02-12,67,55116,749,0,0
27934,0.0311,48,2025-06-07,2029-05-17,25,105090,799,0,0
73949,0.0723,48,2020-10-24,2024-10-03,64,35539,753,1,0
31686,0.1087,48,2022-06-14,2026-05-24,22,36451,452,1,0
53985,0.0822,24,2022-05-07,2024-04-26,38,27682,552,0,0
12378,0.1321,12,2023-01-25,2024-01-20,62,63529,411,1,0
33656,0.0314,36,2022-05-08,2025-04-22,40,109405,842,0,0
42572,0.0458,36,2024-05-19,2027-05-04,24,93828,820,0,0
59352,0.1388,60,2023-02-06,2028-01-11,48,47881,787,0,0
59078,0.117,36,2024-07-31,2027-07-16,55,94003,348,0,0
15026,0.1077,36,2022-12-29,2025-12-13,61,109428,834,0,0
14420,0.0318,12,2024-12-31,2025-12-26,19,130482,400,0,0
31350,0.1279,36,2022-12-09,2025-11-23,28,55169,780,0,0
68533,0.1387,60,2022-05-28,2027-05-02,57,74366,566,1,0
12663,0.0587,24,2023-05-29,2025-05-18,66,62038,508,0,0
29994,0.0803,60,2021-10-09,2026-09-13,49,114667,829,0,0
43100,0.1234,60,2021-05-30,2026-05-04,30,147730,448,1,0
46818,0.1097,36,2023-09-14,2026-08-29,64,92796,398,1,0
63655,0.1028,36,2025-04-27,2028-04-11,47,145704,479,1,0
50811,0.1262,12,2021-02-04,2022-01-30,60,26132,303,1,0
60458,0.0956,24,2025-10-04,2027-09-24,26,149285,535,0,0
72957,0.1348,60,2025-01-18,2029-12-23,25,133753,592,1,0
29163,0.0485,24,2021-05-13,2023-05-03,29,39300,458,1,0
67455,0.0781,60,2023-04-16,2028-03-20,47,93455,364,1,0
65264,0.1425,60,2020-11-29,2025-11-03,26,20836,768,0,0
49104,0.0727,12,2022-05-28,2023-05-23,57,108372,338,0,0
69152,0.0369,36,2025-04-22,2028-04-06,25,70099,598,0,0
35039,0.1252,48,2021-05-31,2025-05-10,48,149334,654,0,0
56930,0.1035,36,2024-04-26,2027-04-11,39,89890,834,1,0
14758,0.0948,24,2024-03-27,2026-03-17,53,33610,404,1,0
3189,0.5143,12,2022-09-27,2023-09-22,29,57116,807,0,1
73079,0.1144,12,2023-04-05,2024-03-30,41,120773,326,1,0
35003,0.0491,48,2024-01-06,2027-12-16,23,70992,478,1,0
30292,0.1,36,2021-10-24,2024-10-08,40,145043,779,0,0
47896,0.1468,12,2022-02-19,2023-02-14,30,60352,360,0,0
35512,0.1317,48,2024-03-25,2028-03-04,47,54479,547,1,0
31527,0.0458,24,2021-08-06,2023-07-27,66,122499,396,0,0
32490,0.0824,48,2025-09-11,2029-08-21,22,145684,602,0,0
30936,0.1456,60,2023-10-26,2028-09-29,53,99913,495,0,0
48489,0.0875,60,2023-09-30,2028-09-03,28,144062,604,0,0
37163,0.1472,48,2022-09-07,2026-08-17,19,132576,787,0,0
15393,0.1135,24,2021-07-22,2023-07-12,69,55439,675,0,0
20971,0.118,60,2023-02-12,2028-01-17,65,132892,587,1,0
6946,0.0351,12,2025-09-20,2026-09-15,68,128206,345,1,0
-35711,0.0961,36,2024-07-10,2027-06-25,60,108408,771,0,1
14864,0.0579,24,2023-11-12,2025-11-01,23,131360,678,0,0
7201,0.1444,36,2021-07-20,2024-07-04,19,2719844,626,0,1
73297,0.0537,60,2022-11-13,2027-10-18,25,40346,502,0,0
37557,0.0325,12,2023-05-09,2024-05-03,19,92614,665,0,0
6774,0.1336,48,2022-12-10,2026-11-19,32,35946,563,1,0
60021,0.0807,36,2024-06-24,2027-06-09,33,90198,633,0,0
62629,0.0663,36,2022-10-27,2025-10-11,33,29500,702,0,0
25104,0.1045,36,2023-06-02,2026-05-17,18,124070,380,0,0
72825,0.1177,48,2021-01-09,2024-12-19,58,57101,405,1,0
48218,0.0404,48,2022-09-22,2026-09-01,55,120755,358,0,0
54366,0.1089,60,2021-09-26,2026-08-31,65,83536,507,0,0
7031,0.0433,48,2022-01-16,2025-12-26,66,114783,745,0,0
4553,0.1273,12,2023-03-15,2024-03-09,56,72503,757,0,0
17672,0.0955,36,2025-08-23,2028-08-07,54,111602,364,1,0
39902,0.0608,12,2024-03-29,2025-03-24,69,28066,692,0,0
31011,0.0901,60,2022-11-16,2027-10-21,18,149409,646,0,0
46701,0.0489,60,2023-12-18,2028-11-21,66,41949,497,1,0
19913,0.0604,24,2022-02-25,2024-02-15,26,94493,760,0,0
23352,0.0404,48,2021-05-29,2025-05-08,60,118910,821,0,0
18233,0.1372,12,2021-09-30,2022-09-25,61,45915,577,1,0
31336,0.0672,60,2020-12-24,2025-11-28,47,136304,814,0,0
54414,0.1325,12,2022-10-17,2023-10-12,60,115360,572,0,0
39943,0.0396,48,2021-03-02,2025-02-09,26,43457,319,1,0
41906,0.1284,60,2022-09-18,2027-08-23,20,92911,717,0,0
37741,0.1441,48,2024-02-12,2028-01-22,43,89093,610,0,0
14882,0.1256,24,2021-03-18,2023-03-08,27,20197,728,1,0
24102,0.1323,36,2021-10-26,2024-10-10,39,95224,733,0,0
20827,0.1239,24,2024-07-30,2026-07-20,39,106212,395,0,0
58635,0.0628,24,2024-02-23,2026-02-12,22,42795,583,1,0
35740,0.0337,12,2022-08-21,2023-08-16,34,114808,671,0,0
46843,0.0637,60,2025-07-18,2030-06-22,30,140698,719,0,0
1977,0.047,48,2023-05-22,2027-05-01,67,147717,776,0,0
62551,0.0989,48,2024-12-15,2028-11-24,38,21749,745,0,0
17547,0.1467,60,2025-08-25,2030-07-30,66,98718,554,1,0
43284,0.1255,48,2022-08-18,2026-07-28,49,96257,386,1,0
70575,0.1099,12,2025-10-03,2026-09-28,31,23685,392,1,0
27115,0.086,36,2022-10-13,2025-09-27,67,79107,342,1,0
63568,0.0531,60,2025-05-05,2030-04-09,38,30963,613,0,0
15382,0.0913,24,2022-10-18,2024-10-07,59,136274,725,0,0
42030,0.0679,60,2025-07-03,2030-06-07,55,30279,370,1,0
23164,0.1278,24,2024-11-18,2026-11-08,28,21062,382,1,0
68511,0.0413,60,2023-10-30,2028-10-03,42,30519,468,1,0
27537,0.1317,36,2021-08-23,2024-08-07,18,83466,804,0,0
32590,0.1397,60,2024-10-31,2024-10-01,64,126302,496,1,1
3941,0.0884,12,2022-04-08,2023-04-03,52,87627,416,1,0
43619,0.0987,36,2023-05-04,2026-04-18,23,42530,457,1,0
52306,0.145,12,2022-12-22,2023-12-17,30,40431,636,0,0
2833,0.0453,60,2021-05-16,2026-04-20,18,21298,802,1,0
31512,0.0888,12,2021-04-11,2022-04-06,33,86190,311,1,0
39289,0.1318,60,2023-07-17,2028-06-20,49,62792,689,0,0
28941,0.104,60,2021-09-29,2021-08-30,31,84379,404,0,1
2162,0.1389,12,2021-08-31,2022-08-26,57,59765,634,0,0
64642,0.0602,60,2023-07-31,2028-07-04,52,29289,602,1,0
73708,0.0995,48,2022-08-09,2026-07-19,43,109316,701,0,0
17427,0.0959,48,2022-12-12,2026-11-21,30,142382,638,0,0
7047,0.1031,48,2024-03-26,2028-03-05,65,137347,721,0,0
6356,0.058,12,2021-04-30,2022-04-25,40,57791,347,0,0
37991,0.111,12,2024-07-28,2025-07-23,18,145291,819,0,0
46179,0.0379,60,2024-07-08,2029-06-12,31,23082,310,1,0
5425,0.0702,36,2024-12-05,2027-11-20,37,28471,317,1,0
4366,0.0428,12,2023-09-18,2024-09-12,28,107432,474,0,0
13017,0.0967,60,2023-02-18,2028-01-23,56,149885,825,0,0
57015,0.132,12,2021-01-14,2022-01-09,43,33553,654,0,0
31112,0.0912,48,2021-03-28,2025-03-07,38,123723,622,1,0
55234,0.0464,24,2021-12-26,2023-12-16,44,121289,338,1,0
35800,0.1412,60,2024-06-22,2029-05-27,30,1044872,711,0,1
16344,0.1042,60,2023-07-06,2028-06-09,65,75689,820,0,0
66238,0.08,60,2024-12-05,2029-11-09,64,32212,360,1,0
68702,0.058,12,2022-05-08,2023-05-03,18,99784,560,0,0
16297,0.0804,60,2024-02-15,2029-01-19,44,106121,765,0,0
27346,0.0601,48,2021-11-08,2025-10-18,28,63944,459,1,0
21464,0.0398,12,2021-11-10,2022-11-05,68,137093,425,1,0
62123,0.0879,48,2022-02-26,2026-02-05,45,25868,418,1,0
58253,0.0911,24,2023-05-16,2025-05-05,56,88993,479,0,0
11817,0.0809,36,2022-02-02,2025-01-17,18,89275,800,0,0
69358,0.1401,48,2023-04-24,2027-04-03,37,26123,663,0,0
38046,0.0627,48,2021-11-21,2025-10-31,54,128324,327,1,0
63631,0.1075,60,2022-10-17,2027-09-21,58,82309,533,0,0
48408,0.0894,12,2022-04-13,2023-04-08,35,124319,709,0,0
40811,0.0775,24,2021-08-26,2023-08-16,53,58512,567,1,0
15543,0.0887,48,2020-10-23,2024-10-02,59,103717,770,0,0
43639,0.0364,36,2024-07-29,2027-07-14,30,30312,448,1,0
33124,0.0758,24,2022-10-06,2024-09-25,57,116022,713,0,0
34234,0.1461,36,2025-06-21,2028-06-05,26,49486,520,0,0
64235,0.0861,12,2023-03-25,2024-03-19,48,137127,430,1,0
69710,0.0511,12,2023-07-29,2024-07-23,33,145847,724,0,0
58826,0.0362,36,2022-04-23,2025-04-07,24,73694,640,0,0
12209,0.1232,36,2022-11-11,2025-10-26,18,43708,650,0,0
41733,0.0994,48,2025-10-17,2029-09-26,48,65084,517,0,0
71638,0.1287,36,2023-12-25,2026-12-09,59,38753,503,1,0
56183,0.123,60,2025-03-06,2030-02-08,52,82062,579,0,0
54051,0.1403,36,2021-09-07,2024-08-22,45,102224,686,0,0
58880,0.0829,36,2023-07-17,2026-07-01,57,89099,688,0,0
25716,0.1384,48,2022-05-26,2026-05-05,56,132462,600,0,0
72180,0.0491,36,2022-11-13,2025-10-28,52,122151,727,0,0
5270,0.1438,24,2024-06-23,2026-06-13,22,27453,491,1,0
39810,0.0449,48,2023-08-08,2027-07-18,59,117099,804,0,0
8483,0.11,60,2021-05-19,2026-04-23,61,90981,382,1,0
48663,0.0402,60,2022-01-08,2026-12-13,39,77325,374,1,0
65206,0.1359,12,2024-11-19,2025-11-14,18,62376,372,1,0
32027,0.0488,36,2021-06-23,2024-06-07,42,40650,796,0,0
65213,0.0401,12,2021-11-11,2022-11-06,51,149924,536,1,0
45818,0.1271,24,2021-09-19,2023-09-09,19,54975,566,0,0
39260,0.041,24,2021-11-27,2023-11-17,53,71705,325,1,0
66265,0.0994,12,2023-09-08,2024-09-02,29,80634,790,0,0
39722,0.1094,60,2023-01-31,2028-01-05,27,116246,528,0,0
21723,0.0789,24,2024-02-01,2026-01-21,59,48673,768,0,0
31071,0.076,24,2021-05-14,2023-05-04,23,20813,375,1,0
12495,0.0538,60,2021-03-06,2026-02-08,68,67666,700,0,0
39425,0.1166,24,2021-05-30,2023-05-20,51,64192,471,0,0
67691,0.0915,12,2025-03-02,2026-02-25,25,53955,758,0,0
48764,0.0886,36,2025-10-14,2028-09-28,69,36304,643,1,0
37144,0.0333,24,2023-09-16,2025-09-05,41,1184844,383,1,1
8878,0.0799,48,2023-03-04,2027-02-11,29,114144,791,0,0
45897,0.0621,12,2024-02-17,2025-02-11,22,62233,657,0,0
42958,0.0387,24,2024-11-25,2026-11-15,32,43346,831,0,0
62441,0.1265,60,2023-11-23,2028-10-27,68,134528,640,0,0
74997,0.0454,48,2022-07-02,2026-06-11,22,40359,333,1,0
33104,0.0766,60,2021-03-06,2026-02-08,64,32756,669,0,0
47119,0.0987,24,2020-10-21,2022-10-11,41,111542,584,0,0
71552,0.0993,36,2020-12-12,2023-11-27,67,74449,633,1,0
57336,0.1413,60,2022-02-02,2027-01-07,40,77635,563,0,0
41988,0.055,24,2025-07-15,2027-07-05,33,100383,636,0,0
15123,0.0451,60,2021-12-18,2026-11-22,20,72831,663,0,0
5845,0.1336,36,2025-08-13,2028-07-28,19,70915,489,0,0
9831,0.1245,36,2022-12-31,2025-12-15,21,85560,529,0,0
19426,0.1401,60,2021-05-06,2026-04-10,52,118407,522,0,0
51978,0.0523,36,2021-11-11,2024-10-26,42,50470,664,0,0
61528,0.1088,48,2020-10-26,2024-10-05,22,62903,501,0,0
53538,0.0307,48,2020-11-05,2024-10-15,34,125488,684,0,0
65467,0.0681,36,2024-03-21,2027-03-06,30,98723,597,0,0
23740,0.0856,48,2021-02-01,2025-01-11,38,114724,586,1,0
8827,0.1144,12,2025-04-11,2026-04-06,56,36997,807,0,0
59996,0.0337,48,2021-02-18,2025-01-28,66,107565,352,1,0
45382,0.0588,12,2025-03-11,2026-03-06,64,22074,750,0,0
46762,0.0897,24,2025-07-10,2027-06-30,39,32631,310,1,0
40482,0.1047,60,2025-03-02,2030-02-04,63,79296,592,1,0
51246,0.1009,24,2021-10-20,2023-10-10,19,71786,346,1,0
21980,0.1276,48,2024-04-09,2028-03-19,30,43787,434,1,0
8407,0.0771,60,2022-12-28,2027-12-02,29,20021,581,0,0
49402,0.0526,48,2024-02-12,2028-01-22,60,125949,708,0,0
36284,0.1045,36,2024-08-12,2027-07-28,27,114588,735,0,0
43898,0.1423,60,2022-12-22,2027-11-26,53,53686,478,0,0
13731,0.0793,36,2022-04-12,2025-03-27,46,76835,662,0,0
55400,0.0851,36,2022-02-23,2025-02-07,26,135416,435,1,0
21022,0.1069,12,2023-09-12,2024-09-06,39,83327,766,0,0
21510,0.5442,36,2023-10-18,2026-10-02,53,120127,834,0,1
62551,0.0811,36,2024-08-06,2027-07-22,45,131147,664,0,0
16021,0.1478,12,2022-12-06,2023-12-01,68,41404,526,1,0
26934,0.0726,12,2021-04-04,2022-03-30,43,52358,630,0,0
27958,0.0972,24,2022-01-15,2024-01-05,48,117127,818,0,0
4702,0.1218,48,2023-08-15,2027-07-25,33,22001,648,0,0
66613,0.0831,36,2023-04-11,2026-03-26,34,121658,822,0,0
44842,0.1346,60,2025-01-26,2029-12-31,24,126446,635,0,0
59436,0.1088,12,2022-05-02,2023-04-27,55,113866,514,0,0
16725,0.0822,48,2022-01-14,2025-12-24,44,137657,362,0,0
61681,0.1253,24,2025-02-23,2027-02-13,25,43005,585,1,0
20283,0.0633,12,2022-10-27,2023-10-22,55,46807,650,1,0
16314,0.0659,48,2021-03-26,2025-03-05,22,140985,331,0,0
35565,0.1376,60,2023-08-26,2028-07-30,34,76398,793,0,0
66162,0.0533,12,2023-11-15,2024-11-09,58,105344,692,0,0
43515,0.1376,12,2022-09-22,2023-09-17,42,55355,783,0,0
53287,0.1154,48,2024-01-22,2028-01-01,66,92380,308,1,0
61147,0.0975,24,2022-05-21,2024-05-10,35,51904,841,0,0
67999,0.0885,36,2024-06-16,2027-06-01,19,129047,601,1,0
45578,0.1033,36,2022-02-28,2025-02-12,36,47142,419,0,0
62503,0.1326,24,2020-12-28,2022-12-18,31,125233,596,0,0
24120,0.1302,60,2024-03-26,2024-02-25,18,96562,308,1,1
50115,0.0513,60,2023-09-18,2028-08-22,63,71108,513,0,0
9016,0.0825,12,2024-06-08,2025-06-03,62,130926,342,1,0
41957,0.1238,24,2022-10-09,2024-09-28,49,133469,545,0,0
58273,0.0743,48,2025-05-21,2029-04-30,50,60471,528,0,0
52937,0.0751,48,2021-01-03,2024-12-13,47,57779,533,0,0
31702,0.1114,60,2020-12-29,2025-12-03,38,121476,541,0,0
20674,0.1291,60,2025-03-23,2030-02-25,68,148111,770,0,0
67645,0.0713,60,2023-11-04,2028-10-08,64,126008,592,0,0
54071,0.1441,24,2023-12-08,2025-11-27,68,102405,841,0,0
38285,0.0762,48,2020-11-16,2024-10-26,25,145527,534,1,0
23452,0.1272,48,2023-12-08,2027-11-17,55,94025,346,0,0
68397,0.1105,12,2022-02-19,2023-02-14,25,105115,522,1,0
58393,0.1156,12,2025-06-05,2026-05-31,28,65789,491,1,0
45111,0.1487,60,2023-06-26,2028-05-30,27,26268,395,1,0
37262,0.057,12,2023-12-16,2024-12-10,25,65266,525,1,0
47973,0.1061,36,2022-03-06,2025-02-18,18,91403,701,0,0
70125,0.0981,12,2021-04-09,2022-04-04,20,75580,592,1,0
69611,0.1385,60,2023-06-03,2028-05-07,22,64809,519,1,0
19506,0.1288,24,2021-10-02,2023-09-22,20,83978,727,0,0
7755,0.0809,48,2023-01-20,2026-12-30,64,93304,392,0,0
3602,0.1481,12,2023-02-13,2024-02-08,65,21643,313,1,0
37548,0.1191,36,2024-07-31,2027-07-16,59,141253,767,0,0
60649,0.0775,24,2020-12-07,2022-11-27,49,121952,453,1,0
57817,0.1286,60,2021-12-05,2026-11-09,54,96675,435,0,0
59094,0.0417,24,2022-11-04,2024-10-24,30,118509,311,1,0
46907,0.1354,24,2024-05-26,2026-05-16,28,27894,563,1,0
-46003,0.1337,12,2021-10-14,2022-10-09,33,105445,393,1,1
22449,0.0319,12,2024-12-25,2025-12-20,50,149222,709,0,0
7544,0.054,12,2021-01-16,2022-01-11,64,21509,390,1,0
65676,0.0677,48,2024-12-23,2028-12-02,65,132915,601,0,0
29918,0.0699,36,2023-09-04,2026-08-19,41,133255,750,0,0
32875,0.1454,48,2020-12-28,2024-12-07,42,77590,667,0,0
31026,0.1251,12,2020-10-25,2021-10-20,62,78419,450,0,0
34384,0.0422,60,2022-07-28,2027-07-02,38,43544,490,1,0
17508,0.0945,24,2023-11-10,2025-10-30,33,67723,419,1,0
50101,0.0726,36,2020-11-12,2023-10-28,40,73584,844,0,0
59615,0.1008,36,2022-05-14,2025-04-28,42,133312,843,0,0
14360,0.1396,36,2024-02-24,2027-02-08,24,101323,489,0,0
19097,0.0631,48,2023-03-10,2027-02-17,23,110471,319,1,0
25602,0.0357,60,2023-04-13,2028-03-17,39,83581,590,0,0
45663,0.0959,36,2021-04-17,2024-04-01,19,98814,554,1,0
39494,0.149,48,2021-12-24,2025-12-03,69,79561,325,1,0
64396,0.138,36,2024-10-17,2024-09-17,47,139844,626,0,1
8684,0.1044,12,2020-11-08,2021-11-03,63,47786,368,1,0
21143,0.0763,36,2024-05-07,2027-04-22,32,148428,342,1,0
37165,0.0311,12,2023-01-25,2024-01-20,52,112398,766,0,0
51040,0.0488,60,2025-10-09,2030-09-13,55,32629,581,1,0
63402,0.0305,24,2024-09-27,2026-09-17,52,32642,527,1,0
60516,0.1206,60,2023-03-15,2028-02-17,41,108147,495,0,0
50364,0.0466,48,2024-09-12,2028-08-22,61,64703,550,0,0
18784,0.0883,48,2025-05-13,2029-04-22,22,80576,397,1,0
30428,0.0505,12,2023-07-16,2024-07-10,40,26006,459,1,0
29462,0.0377,48,2025-08-30,2029-08-09,25,133322,761,0,0
57176,0.118,36,2025-01-06,2024-12-07,60,65985,714,0,1
30835,0.0364,12,2025-08-27,2026-08-22,30,119310,500,0,0
66705,0.0926,12,2021-03-31,2022-03-26,50,141278,418,1,0
30665,0.1161,36,2023-07-19,2026-07-03,19,145964,421,0,0
39950,0.0903,60,2024-08-23,2029-07-28,46,29670,665,0,0
42808,0.1295,48,2025-03-10,2029-02-17,22,54393,555,1,0
52861,0.1436,36,2020-12-13,2023-11-28,60,96360,775,0,0
36332,0.0405,48,2022-04-02,2026-03-12,57,60516,755,0,0
22511,0.1146,60,2020-11-21,2025-10-26,37,93880,494,0,0
71057,0.0404,24,2025-06-29,2027-06-19,23,38741,317,0,0
67459,0.0364,24,2024-01-19,2026-01-08,26,84755,447,1,0
-67993,0.1353,24,2022-01-20,2024-01-10,62,93266,303,1,1
72626,0.0541,36,2024-05-12,2027-04-27,42,39362,664,0,0
24388,0.1085,36,2023-08-21,2026-08-05,58,4919904,830,0,1
24963,0.0876,36,2021-05-28,2024-05-12,46,82522,727,0,0
7434,0.0532,24,2025-01-29,2027-01-19,66,92670,563,0,0
67852,0.1244,60,2023-10-31,2028-10-04,20,71307,599,0,0
57339,0.1002,12,2023-04-08,2024-04-02,31,74510,401,0,0
38570,0.0833,36,2025-01-28,2028-01-13,30,27231,483,1,0
6233,0.1374,48,2021-02-10,2025-01-20,21,125063,832,0,0
21684,0.0313,60,2020-12-02,2025-11-06,58,116105,360,1,0
74775,0.0615,24,2025-06-24,2027-06-14,50,113783,323,1,0
59143,0.1012,12,2022-05-09,2023-05-04,20,61410,606,0,0
11565,0.1434,12,2024-11-25,2025-11-20,26,70814,331,1,0
42427,0.0301,12,2025-05-30,2026-05-25,64,130508,577,1,0
41036,0.0725,36,2020-11-28,2023-11-13,35,28453,600,1,0
36163,0.1025,24,2025-10-17,2027-10-07,62,74709,690,0,0
8086,0.0602,36,2025-07-27,2028-07-11,37,83970,351,0,0
62381,0.0833,48,2022-01-06,2025-12-16,55,26923,391,1,0
30460,0.1442,24,2022-01-28,2024-01-18,35,50943,312,1,0
27537,0.1061,36,2024-02-09,2027-01-24,32,50150,577,0,0
74670,0.0826,12,2023-06-30,2024-06-24,63,92268,535,0,0
72118,0.0708,36,2024-02-29,2027-02-13,62,129410,807,0,0
66211,0.1075,24,2022-02-27,2024-02-17,46,71629,743,1,0
41597,0.0535,12,2025-07-23,2026-07-18,39,130785,488,1,0
9232,0.0487,12,2021-10-18,2022-10-13,53,117521,506,0,0
21066,0.1354,36,2024-03-09,2027-02-22,57,30642,702,1,0
66371,0.0889,60,2021-06-06,2026-05-11,52,1690792,314,1,1
4348,0.0566,36,2021-07-18,2024-07-02,67,61153,512,1,0
33820,0.0656,36,2024-01-10,2026-12-25,51,148238,719,0,0
36429,0.1366,12,2023-03-13,2024-03-07,65,98309,646,0,0
56998,0.0827,36,2023-12-22,2026-12-06,22,65113,551,0,0
36646,0.1388,60,2022-10-11,2027-09-15,22,148602,821,0,0
20267,0.0445,12,2022-07-10,2023-07-05,34,128388,312,0,0
5775,0.1059,48,2024-03-03,2028-02-11,52,37788,773,0,0
69201,0.1423,48,2021-04-20,2025-03-30,19,129103,463,1,0
9222,0.0434,12,2025-07-04,2026-06-29,55,98000,777,0,0
48805,0.0594,24,2024-05-11,2026-05-01,35,132565,572,0,0
2301,0.063,36,2025-09-09,2028-08-24,54,91101,774,0,0
28935,0.5926,60,2025-08-17,2030-07-22,18,136508,523,0,1
14111,0.085,60,2024-09-07,2029-08-12,56,105828,826,0,0
2665,0.0939,12,2025-05-25,2026-05-20,56,110850,694,0,0
42627,0.1018,24,2025-01-13,2027-01-03,62,56231,839,0,0
60777,0.0803,12,2021-03-10,2022-03-05,40,116472,746,0,0
37659,0.0751,12,2024-05-11,2025-05-06,69,43663,571,0,0
54744,0.0942,12,2024-09-25,2025-09-20,23,141184,695,0,0
37165,0.0387,12,2024-01-07,2025-01-01,49,69738,662,0,0
43686,0.1275,48,2021-07-10,2025-06-19,67,38668,493,0,0
13785,0.105,12,2022-01-18,2023-01-13,67,46615,683,0,0
6661,0.0636,24,2021-07-21,2023-07-11,18,61491,549,0,0
67407,0.0325,24,2022-03-13,2024-03-02,19,80673,847,0,0
42495,0.1002,24,2020-12-17,2022-12-07,28,25029,518,0,0
6412,0.1456,48,2021-07-22,2025-07-01,66,99880,322,0,0
9216,0.0319,24,2022-08-31,2024-08-20,26,100634,487,0,0
40748,0.0969,48,2025-04-17,2029-03-27,45,105230,523,1,0
60053,0.1327,36,2022-06-15,2025-05-30,25,76438,328,1,0
54559,0.0752,24,2021-01-28,2023-01-18,32,68072,489,1,0
26847,0.1309,12,2021-01-16,2022-01-11,36,20190,651,0,0
43942,0.1399,60,2021-01-13,2025-12-18,19,145454,331,1,0
10015,0.0722,12,2025-04-10,2026-04-05,22,147522,731,0,0
58012,0.0539,48,2020-10-26,2024-10-05,55,106426,688,0,0
49854,0.11,24,2022-01-30,2024-01-20,48,111589,356,1,0
12410,0.1113,48,2023-06-30,2027-06-09,57,138623,471,0,0
58615,0.0967,48,2025-10-12,2025-09-12,32,31314,469,1,1
45697,0.1334,36,2022-11-07,2025-10-22,37,39163,498,1,0
64246,0.0991,36,2021-08-02,2024-07-17,32,53785,621,1,0
